chapter, key_id_number, "key_id_topic", "key_id_description"
7, 9," George Rogers Clark & Victories in the West","  Clark conceived the idea of seizing by surprise the scattered forts the British captured from the French in the wild Illinois country. He floated down the Ohio River with 175 men and successfully captured in quick succession three forts. This helped to persuade the British eventually to give the region north of the Ohio River to the United States. "
7, 10," Lafayette","  The young (nineteen) French general donated $200,000 and his efforts, and helped the US secure further aid from France."
7, 11," Battle of Saratoga—Oct. 1777","  Militarily, this battle was significant in that it halted a British attempt to split New England from the rest of the colonies, and it resulted in the surrender of Gen. Burgoyne’s army to the Americans. Diplomatically, Saratoga was even more important since it convinced the French that the US could win the war and deserved diplomatic recognition. The next year the French declared war on England, as did Spain and Holland in 1779. The British responded to Saratoga by offering the colonies home rule within the British Empire—essentially what most colonists had wanted all along. "
7, 12," Leading Patriot Women","  Mercy Otis Warren—Warren was college educated, very unusual for women at the time. After her brother James Otis was beaten for his Patriot activities, Warren began writing and publishing Patriot propaganda in letters to newspapers, political pamphlets, and satirical plays (the first plays written by an American woman). After the Revolution Warren took an Anti-Federalist stance and opposed ratification of the Constitution since it lacked a bill of rights. Abigail Adams—Adams was the wife and confidant of John Adams. When John was a delegate to the Second Continental Congress that was debating the Declaration of Independence, Abigail urged him to include the principle of legal equality for women, writing, ““I desire you would Remember the Ladies, and be more generous and favourable to them than your ancestors. Do not put such unlimited power into the hands of the Husbands. Remember all Men would be tyrants if they could.”“"
7, 13," Loyalists (Tories)","  These were Americans who remained loyal to the King.  They comprised a quarter to a third of the population. They were generally people of education and wealth who were satisfied with their lot and who believed violent change would be only for the worse.  Loyalists were often older people, royal officers, Anglican clergymen and Anglican church members."
7, 14," Pennsylvania Gradual Emancipation Law—1780 ","  As Americans fought for independence, some began to take seriously the claim of liberty for all, including slaves. Pennsylvania was the first state to take action. No new slaves could be brought into the state, and children born to slaves were freed when they turned 28. But slavery was ended only gradually. Anyone a slave when the law passed was a slave for life, and Pennsylvania still had 400 slaves in 1830.  Free blacks were aided immediately by the law which ended the ban on interracial marriage and allowed them to testify in court. Free blacks were, however, barred from voting and serving in the militia."
7, 15," Benedict Arnold","  An American general who fought well for the US early in the war, he tried to help the British take West Point, a key to the Hudson River, but he was found out and declared a traitor. "
7, 16," Battle of Yorktown—Oct. 1781","  British General Cornwallis had fallen back to Yorktown to await sea-borne supplies and replacements. However, American General Washington attacked by land while French Admiral De Grasse blocked the British escape by sea. Together they forced General Cornwallis to surrender his entire force of 7000 men.  This did not end the war, but it did force the British to begin serious peace negotiations with the Americans."
7, 17," Treaty of Paris—1783","  This treaty ended the Revolutionary War, recognized the independence of the American colonies, and granted the colonies the territory from the southern border of Canada to the northern border of Florida, and from the Atlantic coast to the Mississippi River. It also allowed Americans to retain fishing rights on the Grand Banks off Newfoundland, at that time one of the world’s richest fisheries. American negotiators Ben Franklin, John Adams, and John Jay ignored their instructions to negotiate alongside their French allies. Instead, they struck a separate deal with the British, one that was probably more favorable to the US than a French-controlled treaty would have been. Britain was happy to give the US liberal terms, hoping to split the new nation from its French ally."
7, 18," Impact of Revolution on American society, economics, and politics","  Social: Increased social equality, increased separation of church and state, encouraged gradual elimination of slavery in Northern states, elevated the status of women through the ideal of republican motherhood. Economic: An end to primogeniture (limited land inheritance to the first-born son) and entail (prohibited division of an estate upon inheritance), abolition of imprisonment for debt Political: New constitutions for the states, most containing a bill of rights, along with reductions of property qualifications for voting and holding office"
7, 19," Articles of Confederation","  The Articles of Confederation were the framework of the new government adopted in 1781; it created a loose league of thirteen sovereign states. This new government was extremely weak and had difficulty maintaining order, commanding respect from foreign governments, or improving economic conditions. However, the US government under the Articles did manage to successfully prosecute the war and conclude a favorable peace.  Key ID’s Ch. 8, 1776 - 1790 "
8, 1," Weaknesses of the Articles of Confederation","  It was difficult for Congress to enact laws because nine votes out of thirteen were required. Congress had no power to levy taxes but could only request funds from the states. The states ignored three-fourths of these requests. Congress could issue money but couldn’t prevent states from issuing their own. Rhode Island, for example, issued its own inflated and nearly worthless paper currency and then passed laws mandating that creditors accept this paper money for payment of all debts. Six other states also issued large quantities of paper money. Congress couldn’t control interstate or foreign commerce. As a result, states competed for control of commerce by levying their own tariffs on trade with foreign countries and even on trade with other states.  There was no provision for an independent executive branch or for a national court to handle disputes between citizens of different states."
8, 2," Land Ordinance of 1785","  The Land Ordinance of 1785 provided that the acreage of the Old Northwest (the area north and west of the Ohio River) should be sold and the proceeds used to pay off the national debt. The ordinance provided for surveying the frontier to make settlement simpler and prevent confusing legal disagreements over land. The ordinance made provision for funding public education."
8, 3," Northwest Ordinance of 1787","  The Northwest Ordinance established the procedures for territories becoming states on an equal basis with existing states. These procedures were applied to other territories acquired later. The ordinance also forbade slavery in the Old Northwest (that area north and west of the Ohio River). "
8, 4," Shays’s Rebellion","  Led by Captain Daniel Shays, the rebellion began in western Massachusetts; backcountry farmers were losing their farms through mortgage foreclosures and tax delinquencies.  They demanded cheap paper money, lower taxes, and a suspension of mortgage foreclosures. This rebellion struck fear in the hearts of the propertied class. It demonstrated the need for a stronger central government. "
8, 5," Annapolis Convention","  Virginia called the Annapolis convention in 1786 because of interstate squabbling over regulation of commerce. Only five states were represented. With such a poor showing, nothing could be done.  However, the Annapolis Convention followed Alexander Hamilton’s recommendation and called upon Congress to summon a convention to meet in Philadelphia the next year to deal with not only commerce but also the whole structure of the Articles of Confederation. "
8, 6," Virginia Plan","  Known as the ““large state plan,”“ the Virginia plan stated that representation in both houses of a bicameral legislature should be based on population, an arrangement that would naturally give the larger states an advantage."
8, 7," New Jersey Plan","  Known as the ““small state plan,”“ the New Jersey Plan provided equal representation in a unicameral congress by states regardless of size and population. The weaker states feared that under Virginia’s plan the larger states would control the rest. "
8, 8," Great Compromise","  Also known as the Connecticut Plan, this plan gave the larger states representation by population in the House of Representatives, and the smaller states equal representation in the Senate. Each state had two senators.  The large states would have to bear the major burden of taxation, so the delegates agreed that every tax measure must originate in the House where population counted more heavily.  "
8, 9," Three-Fifths Compromise","  Southern states wanted slaves counted for purposes of apportioning representation in the House but for not taxation. Northern states wanted slaves counted for taxation but not representation. The compromise was to count slaves as three-fifths of a free person for both representation and taxation."
8, 10," Slave Trade Compromise","  The agreement was that Congress could not ban slave trade (not slavery) until 1808. In addition, the Constitution forbade any state’s people from blocking the return of runaway slaves to another state. It also continued the earlier ban on slavery in the Old Northwest."
8, 11," Separation of Powers","  As a means of limiting the power of any one part of the government, the Constitution provided that the powers of the federal government be separated among three distinct branches.  The legislative branch, Congress, makes the laws. The executive branch headed by the president carries out the laws. The judicial branch, the court system, settles disputes by interpreting the meaning of the laws."
8, 12," Checks and Balances","  The Constitution enables each branch of the federal government to limit the powers of the other branches through a series of checks and balances.  The president can veto legislation, nominate judges, and grant pardons.  Congress can override vetoes, confirm or reject presidential appointments (e.g., nominations to the Supreme Court or nominations of ambassadors), ratify or reject treaties, and impeach members of the other two branches.  The judicial branch can declare actions of the executive branch unconstitutional and declare laws made by Congress unconstitutional.  "
8, 13," Expressed Powers","  These are powers explicitly granted to the federal government by the Constitution, e.g., the power to coin money."
8, 14," Implied Powers","  These are powers not explicitly granted by the Constitution but are powers derived from the elastic clause plus one or more of the expressed powers. For example, Congress has the expressed power to declare war. This implies that Congress has the power to establish a draft to provide soldiers for the military. "
8, 15," Necessary and Proper Clause","  Also known as the elastic clause, the Constitution grants Congress the power ““to make all laws which shall be necessary and proper for carrying into execution the foregoing powers.”“ This is the basis of implied powers. For example, it was used to authorize a national bank."
8, 16," Reserved Powers ","  The powers not granted to the federal government by the Constitution nor prohibited to the states are given to the states or people. For example, the states, not the federal government, control education, traffic laws, and laws regarding marriage and divorce.   This is another way the power of the federal government is limited."
8, 17," Concurrent Powers","  Concurrent powers are those powers given to both the federal government and the states. These include levying taxes, borrowing money, building roads, and maintaining courts.  "
8, 18," Federalism","  This is the dual system of government set up by the Constitution. It allows both the states and the federal government to directly govern the people.  This is one way the power of the federal government is limited."
8, 19," Antifederalists ","  They opposed the ratification of the Constitution because it gave more power to the federal government and less to the states, and because it did not ensure individual rights. The Antifederalists were instrumental in obtaining the promise of a bill of rights as a condition for ratifying the Constitution."
8, 20," The Federalist Papers","  This was a set of articles in New York newspapers by James Madison, Alexander Hamilton, and John Jay. The intent was to persuade New York to ratify the Constitution. In Federalist #10, Madison explained that human nature follows self-interest and, as a result, people form factions or groups to pursue that self-interest. He argued that the Constitution set up a government likely to control the damaging effects of factions. In Federalist #51, Madison explained how the checks and balances system would prevent abuse of power by any one part of the government."
8, 21," Republican Motherhood","  This was the view in the Revolutionary War era that women had a special role in raising their children to be republican citizens trained in the virtues of civic life and ready to assume the duties of citizenship. Women were also to keep their husbands in line. This did not lead to political or legal equality for women. It did, however, lead to increased educational opportunities for women as they needed a certain amount of education if they were to educate their children and instill republican virtues. Key ID’s Ch. 9, 1789-1800 "
9, 1," Judiciary Act of 1789","  The Judiciary Act organized the Supreme Court (with a chief justice and five associates) as well as federal district and circuit courts. It established the office of Attorney General. John Jay became the first chief justice. "
9, 2," Tariff of 1789","  This was the first tariff law; it was very low, just 8% on the value of dutiable imports. It was passed to raise revenue for the federal government and was to protect infant industries. "
9, 3," Bill of Rights","  Several states ratified the Constitution with the proviso that a bill of rights be added to protect the rights of individuals from the power of the new federal government. In the first session of Congress, Representative James Madison introduced a set of amendments that were submitted to the states for ratification. Ten were approved in 1791.  Note that until 1925 when the Supreme Court began the process known as selective incorporation, the Bill of Rights did not apply to the states, only to the federal government."
9, 4," Excise Tax on Whiskey—1791","  This was designed to raise revenue for Hamilton’s funding and assumption program. The tax was paid chiefly by farmers in the West where bad roads made it hard to transport bulky crops such as grain; they distilled the grain into more condensed and easily transported whiskey."
9, 5," Funding Bill—1790 ","  The Funding Bill regarded the nation’s domestic debt. Speculators had purchased government bonds from their original owners at prices far below face value. The original owners (and those who would be paying the taxes to repay the debt, e.g., western farmers) protested that repaying the domestic debt in full would enrich the speculators. Hamilton successfully argued that the measure was necessary to establish the nation’s credit. The term funding ““at par”“ meant that the federal government would repay the bonds at face value plus accumulated interest. By doing this, Hamilton hoped to make the wealthy (who had purchased the bonds) financially interested in the success of the new government."
9, 6," Assumption Bill—1790 ","  Hamilton argued that the federal government should assume and repay the Revolutionary War debts of the states. By doing so, he hoped to bind the states more closely to the federal government. Southern states that had already taxed themselves and paid off their debts objected. Hamilton brokered a deal that located the national capital in the South in return for Southern support for his plan."
9, 7," Bank of the United States","  Alexander Hamilton, the first secretary of the treasury, proposed the Bank of the United States. This Bank would issue paper currency, sell government bonds, and assist in tax collection. Thomas Jefferson opposed this idea, pointing out that Congress was not specifically authorized to establish a national bank by the Constitution.  Hamilton pointed out that the Bank was ““necessary and proper”“ for carrying out the delegated power ““to coin money”“ and ““regulate the value thereof.”“ George Washington, who signed the bill chartering the bank, accepted Hamilton’s loose interpretation of the Constitution.  This conflict between Hamilton and Jefferson over the Bank led to the development of competing political parties."
9, 8," Loose Construction (in a constitutional sense)","  Loose interpretation allows the government to do anything that the Constitution does not specifically forbid it from doing. Its constitutional basis is the elastic clause in Article I, Section 8."
9, 9," Strict Construction","  Strict interpretation forbids the government from doing anything except what the Constitution specifically empowers it to do. Its constitutional basis is the Tenth Amendment."
9, 10," First Party System, 1796 – 1828","  The framers of the Constitution hoped there would be no permanent political parties and Washington even warned against the dangers of parties, but the fight between Jefferson and Hamilton over the Bank of the United States led to what became known as the First Party System (or Era).  Jefferson and Madison were the leading figures for the Democratic-Republicans (also known as the Republicans, the Democrats, the Jeffersonians, and the Anti-Federalists). They formed the basis of what eventually became today’s Democratic Party.  Hamilton and John Adams were the leading figures for the Federalists. This party continued through the War of 1812, but the Hartford Convention and the shift in population away from New England resulted in their demise.  With the disappearance of the Federalists, the country entered what became known as the Era of Good Feelings, a period with only one political party."
9, 11," Federalist Party","  Led by John Adams and Alexander Hamilton. Favored a strong central government and a loose interpretation of the Constitution. Feared the excesses of democracy. Supported Hamilton’s economic program. Supported by merchants, bankers, and large landowners."
9, 12," Democratic-Republican Party","  Led by Thomas Jefferson and James Madison. Favored states’ rights and a strict interpretation of the Constitution. Feared the tyranny of a strong central government. Opposed Hamilton’s economic program. Supported by farmers, shopkeepers, and urban workers."
9, 13," Whiskey Rebellion—1794 ","  Farmers in Pennsylvania rebelled against Hamilton’s excise tax on whiskey, and several federal officers were killed in the riots caused by their attempts to serve arrest warrants on the offenders. The army, led by Washington, put down the rebellion.  The incident showed that the new government under the Constitution could react swiftly and effectively to such a problem, in contrast to the weakness of the government under the Articles of Confederation."
9, 14,"Treaty of Greenville—1795","  Encouraged by the British, Native Americans in the Ohio Valley had successfully pushed back US military efforts to control the area. But at the Battle of the Fallen Timbers in 1794, General Anthony Wayne defeated the Indians. The treaty opened the Ohio region to white settlement and, for a time, ended hostilities in the region between the US and Native Americans."
9, 15," Neutrality Proclamation—1793","  Washington urged Americans to be impartial in the conflict between Great Britain and France. He feared American involvement in the European war would be dangerous for the young nation.  Washington also feared that America would be called on for military assistance because of the Franco-American treaty of 1778. This was a beginning for the American tradition of isolationism."
9, 16," Citizen Edmond Genêt","  France’s ambassador to the US, Genêt was swayed by the pro-French enthusiasm of the Democratic-Republicans. Defying Washington’s Proclamation of Neutrality, he outfitted privateers in American harbors and commissioned them to raid British and Spanish ships and colonies.  Fearing that Genêt would involve America in the war, Washington ordered Genêt to halt his activities and eventually requested Genêt’s recall by the French government. "
9, 17," Jay’s Treaty—1795","  Britain seized American merchant ships bound for French ports, impressed American seamen into British naval service, and still held posts in the Northwest Territory (despite the promise to evacuate those forts made in the Treaty of Paris).  The treaty provided that Great Britain would withdraw her troops from the American Northwest. It also created commissions to settle financial claims of the two nations against each other.  This treaty was highly unpopular (Jay was burned in effigy) because it did not guarantee freedom of the seas or halt the seizure of American ships and impressment of American seamen. Nonetheless, the treaty did secure peace with Britain."
9, 18," Pinckney’s Treaty—1795","  In 1784 Spain closed New Orleans to American goods shipped down the Mississippi River. This meant that 100,000 Americans who lived west of the Appalachians could only move their goods to market by crossing the almost-roadless mountains. Talk of secession was heard. In addition, Spain and the US disputed the southern and western American boundaries. Jay’s Treaty led Spain to fear a secret Anglo-American alliance to seize Spanish territories. So Spain agreed to negotiate disputes it had with the US.  The resulting treaty established the Mississippi River as the westward boundary and the 31st parallel as the southern boundary of the United States, guaranteed the Americans free navigation of the Mississippi River, and the right of deposit in New Orleans. (The right of deposit was the right to transfer of goods from riverboat to ocean boat without paying a tariff to Spain.)"
9, 19," Washington’s Farewell Address—1796","  In foreign affairs, Washington urged developing of commercial relations with all nations but avoiding political entanglements. He stated that America should steer clear of any permanent alliances with any portion of the foreign world but that temporary alliances were acceptable for extraordinary emergencies.  This address helped to solidify the policy of isolationism."
9, 20," French Revolution","  The Democratic-Republicans supported the French Revolution. They believed that the French were fighting for democracy; they had overthrown their king, written a declaration of the rights of man, and proclaimed democratic ideas of liberty, equality, and fraternity.  The Federalists were unsympathetic toward the French and in the war between France and England generally sided with England. Federalists saw in the excesses of the French Revolution the lesson that it was dangerous to give too much power to the common people."
9, 21," XYZ Affair—1797","  Seeking to ease tensions with France, President Adams sent a delegation to Paris. The US delegation was told by three French intermediaries (known as X, Y, and Z) that if they wanted to meet with the French foreign minister, they would have to pay a huge bribe and make a $12 million loan to France. Americans were outraged. South Carolina Congressman Robert Goodloe Harper captured the national mood with his statement, ““Millions for defense, but not one cent for tribute.”“  Republicans attempted to excuse French behavior; Federalists condemned the French and rode a wave of patriotism to victory in the 1798 elections."
9, 22," The Quasi War: Undeclared Naval War with France—1798-1800","  The US still had a treaty of alliance with France (1778), but Washington’s Neutrality Proclamation and Jay’s Treaty created tension with France. French warships seized hundreds of American merchant vessels. The US established a Department of the Navy, built warships, and captured over a hundred French vessels. Despite demands for war, President Adams relied on negotiations with Napoleon. The two sides agreed to end the naval conflict and to abrogate the 1778 treaty of alliance."
9, 23," Alien Act & Alien Enemies Act—1798","  These laws, along with the Sedition and Naturalization acts, were purportedly designed to deal with alien, especially French and Irish, agitators. In reality, they were Federalist efforts to weaken the Democratic-Republicans. The Alien Act empowered the president to arrest and deport dangerous aliens during peacetime. The Alien Enemies Act allowed for the detention and deportation of individuals from countries at war with the US if those persons were thought to be spies or saboteurs. Neither of these two laws was invoked by Adams."
9, 24," Naturalization Act—1798","  The Naturalization Act increased the waiting period for an immigrant to become a citizen from five to fourteen years. The Federalists passed this law because most immigrants, once citizens, became supporters of the Democratic-Republicans."
9, 25," Sedition Act—1798","  The Sedition Act made it illegal to publish defamatory statements about the federal government or its officials.  This law, unlike the other three, could be used against US citizens. Ten Republicans including a member of Congress were convicted under the Sedition Act."
9, 26," Virginia & Kentucky Resolutions—1798","  Kentucky and Virginia passed resolutions drafted by Jefferson and Madison condemning the Alien, Alien Enemies, Sedition, and Naturalization acts as unconstitutional.  The resolutions presented the states’ rights doctrine claiming that 1) the federal government was created by the states to serve as their agent and 2) state legislatures could declare laws of Congress unconstitutional and 3) since there are no legitimate implied powers, these acts were therefore null and void. "
9, 26," Virginia & Kentucky Resolutions—1798","  Key ID’s Ch. 10, 1800-1809 "
10, 1," Revolution of 1800","  Jefferson felt his election was a revolution in the sense of a return to the ideals of 1776. He favored agrarian interests over business, reduced government expenditures and debt, and repealed some Federalist legislation. More importantly, the election was a revolution in the sense that a peaceful transition of power from one party to another took place and was accepted by all."
10, 2," Twelfth Amendment","  The Twelfth Amendment said that electors (members of the Electoral College) were to cast separate ballots for president and vice president. According to the original Constitution, each elector voted for two persons. The candidate with the most votes became president and the runner-up the vice president. The framers had not anticipated the emergence of political parties. In the election of 1800, there was a tie between Thomas Jefferson and Aaron Burr; this amendment was meant to keep such a tie from occurring again.  "
10, 3," Midnight Judges","  In the election of 1800, the Federalists lost the presidency and much of Congress to the Republicans. The lame-duck Federalist Congress passed the Judiciary Act of 1801, creating new federal judgeships in an attempt to retain control of one of the three branches of government. Adams worked until late in the evening of his last night in office filling these positions with Federalist appointees."
10, 4," John Marshall","  John Marshall was appointed by President John Adams as the chief justice to the Supreme Court. He served for thirty-four years.  Marshall was notable for his many decisions that solidified the power of the central government at the expense of the states. Marshall wrote the Marbury v. Madison decision that established the power of judicial review for the Supreme Court."
10, 5," Marbury v. Madison and Judicial Review—1803 ","  William Marbury, one of Adams’s last-minute judicial appointments, did not receive his commission. He sued Jefferson’s new secretary of state, James Madison, for its delivery, following the provisions of the Judiciary Act of 1789. Marshall dismissed the suit, giving Jefferson a victory. However, Marshall made this a victory for the power of the Supreme Court. He said that the Judiciary Act of 1789 on which Marbury was trying to base his appeal was unconstitutional. With this action, Marshall greatly magnified the authority of the court and gave the Supreme Court the last word on the question of constitutionality. In other words, this is the case that established the principle of judicial review."
10, 6," Tripolitan War/Barbary Pirates","  The rulers of several countries on the Mediterranean coast of North Africa had long demanded tribute in exchange for refraining from attacking ships in the Mediterranean. From 1795-1801, the U.S. paid these states for protection against the Barbary pirates. Jefferson stopped paying the tribute, and the U.S. fought the Barbary Wars (1801-1805) against the countries of Tripoli, Tunisia, Morocco, and Algeria.  After four years of fighting, Jefferson succeeded in acquiring a treaty of peace. It was secured at a price of $60,000, a sum representing ransom payment for captured Americans, about half the amount that the US had been paying annually. "
10, 7," Toussaint L’Ouverture","  L’Ouverture led an army of ex-slaves against Napoleon when he tried to recapture the island of Santo Domingo. Aided by yellow fever, L’Ouverture turned back the French. This defeat at the hands of L’Ouverture and Napoleon’s fear that Britain might take control of Louisiana led Napoleon to sell Louisiana to America."
10, 8," Constitutionality of Louisiana Purchase—1803 ","  Thomas Jefferson purchased 828,000 square miles of land for 15 million dollars from Napoleon. But the Constitution did not expressly grant the president the power to purchase territory, and Jefferson was a strict constructionist. Jefferson considered asking for a constitutional amendment to legitimize the purchase. But he feared that Napoleon would change his mind, so he submitted the treaty to the Senate, which enthusiastically approved it. In doing so, Jefferson adopted Hamilton’s doctrine of implied powers."
10, 9," Lewis and Clark—1804-1806","  This expedition solidified the American claim to the Oregon territory, brought back a wealth of scientific and geographical data, and stimulated interest in settlement of the West."
10, 10," Zebulon Pike—1805, 1806","  Pike’s two expeditions into the Louisiana Territory up the Mississippi and into Colorado also encouraged settlement. "
10, 11," British Orders in Council—1806-1807","  Britain, at war again with France, issued the Orders in Council, restricting the trade of neutral nations (such as the US) with France by closing all French ports to foreign shipping, including American, unless the vessels first stopped at a British port. There they would pay the necessary fees, and if acceptable, secure clearance papers."
10, 12," Berlin & Milan Decrees—1806-1807","  The French similarly blocked trade of neutral nations with Britain. Napoleon ordered any ship entering British ports to be seized. As a result of the Orders in Council and the Berlin and Milan decrees, US foreign trade was severely limited. However, those American captains who managed to reach European ports successfully received top prices for their cargoes, and Americans continued to send ships to sea. "
10, 13," Impressment","  Britain claimed the right to board ships, seize deserters from the British navy, and press them back into military service. The British navy would even seize US-born seamen and former Britons who had become American citizens, as well as British citizens. Between 1808 and 1811, 6,000 Americans were impressed by Britain."
10, 14," Chesapeake Affair—1807","  A British ship, the Leopard, fired on a US military vessel, the Chesapeake, off the Virginia coast. British forces boarded the Chesapeake and seized four men, one a deserter; the other three were US citizens. This outraged the nation. But Jefferson sought peace, first through fruitless negotiations with Britain and then through the Embargo Act."
10, 15," Embargo Act—1807","  This act forbade American trading vessels from leaving the US and forbade US exports to any country. It was meant to force Britain and France to change their policies towards neutral vessels by depriving them of American trade.  The Embargo Act severely damaged the New England shipping as well as agricultural producers in the South and West.  The Embargo did, however, stimulate domestic industry since foreign products were not available."
10, 16," Non-Intercourse Act—1809","  Faced with widespread opposition to the Embargo Act, Congress replaced it with the Non-Intercourse Act. This new act opened trade with all nations except France and Britain. It promised to restore trade with those two countries if they stopped violating neutral rights.  They did not.    Key ID’s Ch. 11, 1809–1815 "
11, 1," Macon’s Bill No. 2—1810 ","  Macon’s Bill No. 2 replaced the Non-Intercourse Act. It allowed trade with all nations including Britain and France. But it promised to reimpose a trade embargo against either of the warring nations if the other lifted its trade restrictions and promised to respect America’s neutral rights. Later that year, Napoleon said the French commercial restrictions would be lifted. But he attached the contingency that the British Orders in Council must also be lifted, a contingency that essentially made his offer meaningless. Nevertheless, in February of 1811, Madison reestablished non-intercourse against Britain (even though the French continued to seize American ships). Britain refused to repeal its Orders in Council, and Madison recalled the American ambassador to England. The continued tension over trade between the US and Britain was a key factor in the US decision to declare war against Britain in June of 1812."
11, 2," War Hawks","  These were a group of young, pro-war members of Congress first elected in 1810 and led by Henry Clay and John C. Calhoun. The war hawks favored war as a means of dealing with the threat posed by Native Americans (thought to be supported by the British), of responding to British insults to America’s neutral rights, and of expanding American territory by conquering Canada and Florida (held by Britain’s ally, Spain)."
11, 3," Tecumseh and the Prophet","  Tecumseh, a Shawnee chief, and his brother Tenskwatawa, known as the Prophet, sought to halt the flood of whites into the Ohio and Indiana territories. They urged Indians to return to traditional ways and renounce alcohol. They pledged not to cede any land to whites unless all Indians agreed."
11, 4," William Henry Harrison","  In 1811, Harrison, the governor of Indiana Territory, led an army against Tecumseh and the Prophet. He was victorious at the Battle of Tippecanoe. As a result, Harrison became a national hero (and later president). The defeat forced Tecumseh into an alliance with the British."
11, 5," USS Constitution (Old Ironsides)","  The Constitution won more battles than any other early American naval vessel, most notably against the British warship Guerrière in 1812. Americans ships on the whole were more skillfully handled, had better gunners, and were manned by nonpress-gang crews who were eager to avenge violations of neutral rights by Britain."
11, 6," Oliver H. Perry—1813 ","  American invasions of Canada in the War of 1812 were fruitless, but Captain Perry’s naval victory on Lake Erie (““We have met the enemy and they are ours.”“) inspired the nation."
11, 7," Thomas Macdonough—1814","  The British attempted an invasion through the New York lake-and-river route. Macdonough won a significant naval battle on Lake Champlain—the Battle of Plattsburgh. Macdonough’s victory at Plattsburgh saved New York from conquest, kept New England from drifting away from the Union, and strengthened the position of American peace negotiators in Europe."
11, 8," Battle of New Orleans—1815","  A large British invasion force was repelled by Andrew Jackson’s troops at New Orleans. About 2500 British soldiers were killed or captured, while in the American army only eight men were killed.  The Treaty of Ghent had ended the War of 1812 two weeks before the battle. Nonetheless, this victory inspired American nationalism and made Jackson a national hero (and later president). "
11, 9," Hartford Convention—1814 ","  This was a convention of New England Federalists hurt by trade restrictions and who opposed the War of 1812. They proposed several amendments to the Constitution (repeal of the Three-fifths Compromise to limit Southern representation in Congress and a requirement of a two-thirds vote in Congress to declare war, admit new states, or impose a long-term embargo). They also discussed (but rejected) the idea of seceding from the US if their desires were ignored.  News of the Hartford Convention arrived in Washington at the same time as news of Jackson’s victory. This talk seemed disloyal; it turned public sentiment against the Federalists and led to the demise of the party. "
11, 10," Treaty of Ghent—1814 ","  The treaty essentially restored the pre-war conditions. The two sides agreed to stop fighting and return to pre-war boundaries.  No mention was made of neutral rights, but the war between France and Britain had ended, so these were no longer pressing issues.    Key ID’s Ch. 12, 1815-1824 "
12, 1," Rush-Bagot Agreement—1817","  This treaty between the US and Great Britain provided for the mutual disarmament of the Great Lakes. This was later expanded into an unarmed Canada/US border. This agreement was significant as a sign of improved relations between the two nations and as an early example of arms control."
12, 2," Second Bank of the United States—1816","  In 1811 the charter for the first BUS had expired. Following that state banks had filled the void, issuing unsound paper money. In addition, the federal government lacked a secure depository for its funds. The Second BUS was approved by Congress, this time with support from the Democratic-Republicans who now saw the BUS as in the nation’s interest."
12, 3," Tariff of 1816","  Earlier tariffs had been designed to provide revenue; this one was intended to protect American infant industries from British competition by imposing higher rates. This tariff imposed rates averaging 20% to 25%."
12, 4," American System—1824  ","  Henry Clay proposed a system of government programs that would benefit and link together all parts of the nation. He proposed a protective tariff and a strong banking system to stimulate northeastern manufacturing. Revenues from the tariff would finance a system of roads and canals to allow southern and western farmers to transport their crops to market easily and to allow the return flow of eastern manufactured goods."
12, 5," Bonus Bill—1817","  John C. Calhoun proposed his Bonus Bill which would use the bonus and dividends paid to the national government by the Second Bank of the United States as a $1.5 million fund for internal improvements to be allocated to the states.  President Madison vetoed the bill, saying that the Constitution did not expressly give Congress the power to fund internal improvements."
12, 6," Era of Good Feelings—1816-1824","  The years following the end of the War of 1812 have been called the ““Era of Good Feelings”“ because of their apparent lack of partisan political strife. In the election of 1816, James Monroe trounced Rufus King, the last of the Federalist candidates. Monroe was overwhelmingly reelected in the election of 1820 with no opposition whatsoever. Despite the lack of party conflict, this was a time of increasing sectional tension over tariffs, internal improvements, and slavery."
12, 7," Nationalism","  The War of 1812 had stimulated a sense of national pride. This was manifested in the continued construction of the capitol in Washington, in the emergence of a new national literature (Cooper, Irving), and in a willingness to expand the powers of the federal government for economic development."
12, 8," Panic of 1819 & Wildcat Banks","  This was largely caused by over-speculation in western lands. State (wildcat) banks had issued paper currency not supported by specie (gold or silver) and had extended easy credit, encouraging farmers and speculators to buy more land.  When business conditions took a downturn, the BUS demanded wildcat banks redeem their notes in specie. When they could not do so, the wildcat banks required the repayment of the loans they had made. This led to foreclosures and a dramatic drop in land prices. This resulted in a mistrust of banks and in a demand for higher protective tariffs for American products."
12, 9," Robert Fulton & Steamboats","  In 1807 Fulton’s Clermont demonstrated the viability of steamboat transportation by traveling upriver from New York City to Albany in thirty-two hours. Upstream transportation was now possible at ten times previous speeds, lowering prices dramatically. The West and South could, as a result, export agricultural products and import manufactured goods more cheaply, stimulating the economies of those regions."
12, 10," Tallmadge Amendment—1819","  This measure sought to block admission of Missouri as a slave state by blocking further importation of slaves into the state and requiring the gradual emancipation of existing slaves. The South managed to defeat the amendment in the Senate. But this raised Southern concerns that the North might try to ban slavery in the rest of the Louisiana Territory and perhaps even attack slavery in the South."
12, 11," Missouri Compromise—1820","  To maintain the sectional balance between North and South, Missouri was allowed to enter the Union as a slave state at the same time Maine entered as a free state.  Also, the Louisiana Purchase north of 36 30′, except Missouri, was closed to slavery. "
